name,stem,Adams filtration,weight,tautorsion,shift,h0info,h0target,h1info,h1target,h2info,h2target,drinfo,drtarget
P^2 h1^2,18,10,10,0,0,,,,P^2 h1^3,,,,
c1,19,3,11,0,0,,,,,,h2 c1,,
P^2 h2,19,9,10,0,0,,P^2 h0 h2,,,,,,
P^2 h0 h2,19,10,10,0,0,t,P^2 h1^3,,,,,,
P^2 h1^3,19,11,11,0,0,,,,loc,,,,
t g,20,4,11,0,0,t,h2 e0,,t h1 g,t,h2 g,,
h2 e0,20,5,12,0,0,,h0 h2 e0,,,,h0 h2 g,,
h0 h2 e0,20,6,12,0,0,,,,,,,,
h2^2 h4,21,3,12,0,0,,,,,,,,
t h1 g,21,5,12,0,0,,,,,,,,
h2 c1,22,4,13,0,0,,,,,,,,
c0 d0,22,7,13,1,0,,,,h1 c0 d0,,,,
P d0,22,8,12,0,0,,,,P h1 d0,,,,
h4 c0,23,4,13,0,0,,,,h1 h4 c0,,,,
h2 g,23,5,14,0,0,,h0 h2 g,,,,h2^2 g,,
h0 h2 g,23,6,14,0,0,,,,,,,,
h1 c0 d0,23,8,14,1,0,,,,,,,,
P h1 d0,23,9,13,0,-1,,,,,,,,
h0^2 i,23,9,12,0,1,,h0^3 i,,,,,,
h0^3 i,23,10,12,0,0,,h0^4 i,,,,,,
h0^4 i,23,11,12,0,0,,h0^5 i,,,,,,
h0^5 i,23,12,12,0,0,,,,,,,,
h1 h4 c0,24,5,14,0,0,,,,h1^2 h4 c0,,,,
P^2 c0,24,11,13,0,0,,,,P^2 h1 c0,,,,
h1^2 h4 c0,25,6,15,1,0,,,,,,,,
P^2 h1 c0,25,12,14,0,0,,,,loc,,,,
P^3 h1,25,13,13,0,0,,,,P^3 h1^2,,,,
h2^2 g,26,6,16,0,0,,,,,,h1^2 h3 g,,
P^3 h1^2,26,14,14,0,0,,,,P^3 h1^3,,,,
P^3 h2,27,13,14,0,0,,P^3 h0 h2,,,,P^2 h0^2 d0,,
P^3 h0 h2,27,14,14,0,0,t,P^3 h1^3,,,,,,
P^3 h1^3,27,15,15,0,0,,,,loc,,,,
h1 h3 g,28,6,17,1,0,,,,h1^2 h3 g,,,,
d0^2,28,8,16,0,0,,,,h1 d0^2,,,,
h1^2 h3 g,29,7,18,1,0,,,,,,,,
h1 d0^2,29,9,17,0,0,,,,,,,,
h4^2,30,2,16,0,0,,,,h1 h4^2,,,,
r,30,6,16,0,0,,h0 r,,,,h1 q,t,h1 d0^2
h0 r,30,7,16,0,0,,h0^2 r,,,,,,
h0^2 r,30,8,16,0,0,,h0^3 r,,,,,,
h0^3 r,30,9,16,0,0,,h0^4 r,,,,,,
h0^4 r,30,10,16,0,0,t,P c0 d0,,,,,,
P c0 d0,30,11,17,0,0,,,,P h1 c0 d0,,,,
P^2 d0,30,12,16,0,0,,P^2 h0 d0,,P^2 h1 d0,,,,
P^2 h0 d0,30,13,16,0,0,,P^2 h0^2 d0,,,,,,
P^2 h0^2 d0,30,14,16,0,0,,,,,t,,,
h1 h4^2,31,3,17,0,0,,,,,,,,
h0^3 h5,31,4,16,0,0,,h0^4 h5,,,,,,h0 r
h0^4 h5,31,5,16,0,-1,,h0^5 h5,,,,,,h0^2 r
n,31,5,17,0,1,,,,,,h2 n,,
h0^5 h5,31,6,16,0,0,,h0^6 h5,,,,,,h0^3 r
h0^6 h5,31,7,16,0,0,,h0^7 h5,,,,,,h0^4 r
h0^7 h5,31,8,16,0,-1,,h0^8 h5,,,,,t,P c0 d0
t d0 e0,31,8,17,0,1,,,,t h1 d0 e0,,,,P c0 d0
h0^8 h5,31,9,16,0,0,,h0^9 h5,,,,,,
h0^9 h5,31,10,16,0,0,,h0^10 h5,,,,,,
h0^10 h5,31,11,16,0,0,,h0^11 h5,,,,,,
P h1 c0 d0,31,12,18,1,-1,,,,,,,,
h0^11 h5,31,12,16,0,1,,h0^12 h5,,,,,,
P^2 h1 d0,31,13,17,0,-1,,,,,,,,
h0^12 h5,31,13,16,0,1,,h0^13 h5,,,,,,
h0^13 h5,31,14,16,0,0,,h0^14 h5,,,,,,
h0^14 h5,31,15,16,0,0,,h0^15 h5,,,,,,
h0^15 h5,31,16,16,0,0,,,,,,,,
h1 h5,32,2,17,0,0,,,,h1^2 h5,,,,
d1,32,4,18,0,0,,,,h1 d1,,h2 d1,,
q,32,6,17,0,0,,,,h1 q,,,,
t h1 d0 e0,32,9,18,0,0,,,,,,,,P h1 c0 d0
P^3 c0,32,15,17,0,0,,,,P^3 h1 c0,,,,
h1^2 h5,33,3,18,0,0,,,,h1^3 h5,,,,
p,33,4,18,0,0,t,h1 d1,,,,,,
h1 d1,33,5,19,0,0,,,,h1^2 d1,,,,
h1 q,33,7,18,0,0,,,,,,,,
P^3 h1 c0,33,16,18,0,0,,,,loc,,,,
P^4 h1,33,17,17,0,0,,,,P^4 h1^2,,,,
h2 h5,34,2,18,0,0,,h0 h2 h5,,,,h2^2 h5,t,h1 d1
h0 h2 h5,34,3,18,0,0,t,h1^3 h5,,,,,,
h1^3 h5,34,4,19,0,0,,,,h1^4 h5,,,,
h2 n,34,6,19,0,-1,,,,,,h1 T,,
h1^2 d1,34,6,20,1,1,,,,,,,,
e0^2,34,8,20,0,0,,,,h1 e0^2,,h0 e0 g,,
P^4 h1^2,34,18,18,0,0,,,,P^4 h1^3,,,,
h2 d1,35,5,20,0,-1,,,,,,h2^2 d1,,
h1^4 h5,35,5,20,1,1,,,,h1^5 h5,,,,
h1 e0^2,35,9,21,0,0,,,,,,,,
P^4 h2,35,17,18,0,0,,P^4 h0 h2,,,,,,
P^4 h0 h2,35,18,18,0,0,t,P^4 h1^3,,,,,,
P^4 h1^3,35,19,19,0,0,,,,loc,,,,
T,36,6,20,0,-1,,,,h1 T,t,c1 g,,
h1^5 h5,36,6,21,1,1,,,,h1^6 h5,,,,
c0 d0^2,36,11,21,1,0,,,,h1 c0 d0^2,,,,
P d0^2,36,12,20,0,0,,,,P h1 d0^2,,,,
h2^2 h5,37,3,20,0,0,,,,,,h1^2 h3 h5,,
x,37,5,20,0,0,,h0 x,t,h2^2 d1,,,,
h0 x,37,6,20,0,0,,h0^2 x,,,,,,
h1 T,37,7,21,0,-2,,,,,,,,
h1^6 h5,37,7,22,1,0,,,,h1^7 h5,,,,
h0^2 x,37,7,20,0,2,,,,,,,,
t e0 g,37,8,21,0,0,t,h0 e0 g,,t h1 e0 g,t,h0 g^2,,c0 d0^2
h0 e0 g,37,9,22,2,0,,,,,,h0^2 g^2,,
h1 c0 d0^2,37,12,22,1,0,,,,,,,,
P h1 d0^2,37,13,21,0,0,,,,,,,,
h3 h5,38,2,20,0,0,,h0 h3 h5,,h1 h3 h5,,,,
h0 h3 h5,38,3,20,0,0,,h0^2 h3 h5,,,,,,
h0^2 h3 h5,38,4,20,0,-1,,h0^3 h3 h5,,,,,,
e1,38,4,21,0,1,,,,h1 e1,,h1 f1,,h1 T
h0^3 h3 h5,38,5,20,0,0,,,,,,,,
h2^2 d1,38,6,22,0,0,,,,,,h1^3 e1,,
h1^7 h5,38,8,23,1,0,,,,,,,,
t h1 e0 g,38,9,22,0,0,,,,,,,,h1 c0 d0^2
P^2 c0 d0,38,15,21,1,0,,,,P^2 h1 c0 d0,,,,
P^3 d0,38,16,20,0,0,,,,P^3 h1 d0,,,,
h1 h3 h5,39,3,21,0,0,,,,h1^2 h3 h5,,,,
h5 c0,39,4,21,0,0,,,,h1 h5 c0,,,,
h1 e1,39,5,22,0,0,,,,h1^2 e1,,,,
c1 g,39,7,23,0,0,,,,,,h2 c1 g,,
u,39,9,21,0,0,,,,h1 u,,,,
t P d0 e0,39,12,21,0,0,,,,t P h1 d0 e0,,,,P^2 c0 d0
P^2 h1 c0 d0,39,16,22,1,0,,,,,,,,
P^3 h1 d0,39,17,21,0,-1,,,,,,,,
P^2 h0^2 i,39,17,20,0,1,,P^2 h0^3 i,,,,,,
P^2 h0^3 i,39,18,20,0,0,,P^2 h0^4 i,,,,,,
P^2 h0^4 i,39,19,20,0,0,,P^2 h0^5 i,,,,,,
P^2 h0^5 i,39,20,20,0,0,,,,,,,,
h1^2 h3 h5,40,4,22,0,-1,,,,,,,,
f1,40,4,22,0,1,,,,h1 f1,,,,
h1 h5 c0,40,5,22,0,0,,,,h1^2 h5 c0,,,,
h1^2 e1,40,6,23,1,-1,,,,h1^3 e1,,,,
P h1 h5,40,6,21,0,1,,,,P h1^2 h5,,,,
t g^2,40,8,23,0,0,t,h0 g^2,,t h1 g^2,t,h2 g^2,,
h0 g^2,40,9,24,2,0,,h0^2 g^2,,,,h0 h2 g^2,,
h0^2 g^2,40,10,24,2,-1,,,,,,,,
h1 u,40,10,22,0,1,,,,,,,,
t P h1 d0 e0,40,13,22,0,0,,,,,,,,P^2 h1 c0 d0
P^4 c0,40,19,21,0,0,,,,P^4 h1 c0,,,,
h1 f1,41,5,23,0,0,,,,,,,,
h1^2 h5 c0,41,6,23,1,0,,,,h1^3 h5 c0,,,,
h1^3 e1,41,7,24,1,-1,,,,,,,,
P h1^2 h5,41,7,22,0,1,,,,P h1^3 h5,,,,
t h1 g^2,41,9,24,2,0,,,,,,,,
z,41,10,22,0,0,t,,,,,,,
P^4 h1 c0,41,20,22,0,0,,,,loc,,,,
P^5 h1,41,21,21,0,0,,,,P^5 h1^2,,,,
P h2 h5,42,6,22,0,0,,P h0 h2 h5,,,,h0^2 h5 d0,,
P h0 h2 h5,42,7,22,0,-1,t,P h1^3 h5,,,,,,
h1^3 h5 c0,42,7,24,1,1,,,,h1^4 h5 c0,,,,
P h1^3 h5,42,8,23,0,1,,,t2,h2 g^2,,,,
h2 c1 g,42,8,25,2,-1,,,,,,,,
c0 e0^2,42,11,25,1,0,,,,h1 c0 e0^2,,,,
d0^3,42,12,24,0,0,,,,h1 d0^3,,,,
P^5 h1^2,42,22,22,0,0,,,,P^5 h1^3,,,,
h1^4 h5 c0,43,8,25,1,0,,,,h1^5 h5 c0,,,,
h2 g^2,43,9,26,3,0,,h0 h2 g^2,,,,h2^2 g^2,,
h0 h2 g^2,43,10,26,2,0,,,,,,,,
h1 c0 e0^2,43,12,26,1,0,,,,,,,,
h1 d0^3,43,13,25,0,0,,,,,,,,
P^5 h2,43,21,22,0,0,,P^5 h0 h2,,,,P^4 h0^2 d0,,
P^5 h0 h2,43,22,22,0,0,t,P^5 h1^3,,,,,,
P^5 h1^3,43,23,23,0,0,,,,loc,,,,
g2,44,4,24,0,0,,h0 g2,,h1 g2,,h2 g2,,
h0 g2,44,5,24,0,0,,h0^2 g2,,,,,,
h0^2 g2,44,6,24,0,0,,,,,,,,
h1^5 h5 c0,44,9,26,1,0,,,,h1^6 h5 c0,,,,
d0 r,44,10,24,0,0,,,,,,,t,h1 d0^3
P c0 d0^2,44,15,25,1,0,,,,P h1 c0 d0^2,,,,
P^2 d0^2,44,16,24,0,0,,,,P^2 h1 d0^2,,,,
h3^2 h5,45,3,24,0,0,,h0 h3^2 h5,,,,,,
h0 h3^2 h5,45,4,24,0,0,,,,,,,,
h5 d0,45,5,24,0,-1,,h0 h5 d0,,h1 h5 d0,,h0 h5 e0,,
h1 g2,45,5,25,0,1,,,,h1^2 g2,,,,
h0 h5 d0,45,6,24,0,0,,h0^2 h5 d0,,,,,,
h0^2 h5 d0,45,7,24,0,0,,,,,,,,
t w,45,9,24,0,0,,,,,,,,
h1^6 h5 c0,45,10,27,1,0,,,,,,,,
t d0^2 e0,45,12,25,0,0,,,,t h1 d0^2 e0,,,,P c0 d0^2
P h1 c0 d0^2,45,16,26,1,0,,,,,,,,
P^2 h1 d0^2,45,17,25,0,0,,,,,,,,
h1 h5 d0,46,6,25,0,-1,,,,,,,,
h1^2 g2,46,6,26,1,1,,,,,,,,
B1,46,7,25,0,0,,,,h1 B1,,,,
N,46,8,25,0,0,,,,,,,,
h2^2 g^2,46,10,28,2,0,,,,,,h1^2 h3 g^2,,
u',46,11,25,0,0,,,,h1 u',,,,
t h1 d0^2 e0,46,13,26,2,0,,,,,,,,P h1 c0 d0^2
i^2,46,14,24,0,0,,,,,t,,t,P^2 h1 d0^2
P^3 c0 d0,46,19,25,1,0,,,,P^3 h1 c0 d0,,,,
P^4 d0,46,20,24,0,0,,P^4 h0 d0,,P^4 h1 d0,,,,
P^4 h0 d0,46,21,24,0,0,,P^4 h0^2 d0,,,,,,
P^4 h0^2 d0,46,22,24,0,0,,,,,t,,,
h2 g2,47,5,26,0,0,,,,,,,,
P h5 c0,47,8,25,0,-1,,,,P h1 h5 c0,,,,
h1 B1,47,8,26,0,1,,,,h1^2 B1,,,,
e0 r,47,10,26,0,0,,,,,,,,
h1 u',47,12,26,1,0,,,,,,,,
P u,47,13,25,0,0,,,,P h1 u,,,,
t P^2 d0 e0,47,16,25,0,0,,,,t P^2 h1 d0 e0,,,,P^3 c0 d0
h0^5 Q',47,18,24,0,0,,h0^6 Q',,,,,,P^4 h0 d0
h0^6 Q',47,19,24,0,0,,h0^7 Q',,,,,,P^4 h0^2 d0
P^3 h1 c0 d0,47,20,26,1,-1,,,,,,,,
h0^7 Q',47,20,24,0,1,,h0^8 Q',,,,,,
P^4 h1 d0,47,21,25,0,-1,,,,,,,,
h0^8 Q',47,21,24,0,1,,h0^9 Q',,,,,,
h0^9 Q',47,22,24,0,0,,h0^10 Q',,,,,,
h0^10 Q',47,23,24,0,0,,h0^11 Q',,,,,,
h0^11 Q',47,24,24,0,0,,,,,,,,
h0 h5 e0,48,6,26,0,0,,,,,,,,
B2,48,7,26,0,0,,h0 B2,,,,h2 B2,,
h0 B2,48,8,26,0,0,t,h1^2 B1,,,,,,
P h1 h5 c0,48,9,26,0,-1,,,,P h1^2 h5 c0,,,,
h1^2 B1,48,9,27,0,1,,,,h1^3 B1,,,,
h1 h3 g^2,48,10,29,1,0,,,,h1^2 h3 g^2,,,,
d0 e0^2,48,12,28,0,0,,,,h1 d0 e0^2,,,,
P h1 u,48,14,26,0,0,,,,,,,,
t P^2 h1 d0 e0,48,17,26,0,0,,,,,,,,P^3 h1 c0 d0
P^5 c0,48,23,25,0,0,,,,P^5 h1 c0,,,,
h1 h5 e0,49,6,27,0,0,,,,h1^2 h5 e0,,,,h1^2 B1
P h1^2 h5 c0,49,10,27,1,-1,,,,,,,,
h1^3 B1,49,10,28,1,1,,,,h1^4 B1,,,,
h1^2 h3 g^2,49,11,30,1,-1,,,,,,,,
t^2 d0 m,49,11,26,0,1,,,,,,,,P h1 u
h1 d0 e0^2,49,13,29,3,0,,,,,,,,
I j,49,14,26,0,0,t,,,,,,,
P^5 h1 c0,49,24,26,0,0,,,,loc,,,,
P^6 h1,49,25,25,0,0,,,,P^6 h1^2,,,,
h5 c1,50,4,27,0,0,,,,,,h2 h5 c1,,
C,50,6,27,0,0,,,,,t,i1,,
h1^2 h5 e0,50,7,28,1,0,,,,h1^3 h5 e0,,,,h1^3 B1
g r,50,10,28,0,0,,,,,,h1^2 G3,t,h1 d0 e0^2
h1^4 B1,50,11,29,1,0,,,,h1^5 B1,,,,
c0 d0^3,50,15,29,1,0,,,,h1 c0 d0^3,,,,
P d0^3,50,16,28,0,0,,,,P h1 d0^3,,,,
P^6 h1^2,50,26,26,0,0,,,,P^6 h1^3,,,,
h3 g2,51,5,28,0,0,,h0 h3 g2,,h1 h3 g2,,,,
h0 h3 g2,51,6,28,0,0,,,,,,,,
h2 B2,51,8,28,0,-1,,,,,,,,
h1^3 h5 e0,51,8,29,1,1,,,,h1^4 h5 e0,,,,h1^4 B1
g n,51,9,29,0,0,,,,,,h2 g n,,
t d0 e0 g,51,12,29,0,-1,,,,t h1 d0 e0 g,,,,c0 d0^3
h1^5 B1,51,12,30,1,1,,,,h1^6 B1,,,,
h1 c0 d0^3,51,16,30,1,0,,,,,,,,
P h1 d0^3,51,17,29,0,0,,,,,,,,
P^6 h2,51,25,26,0,0,,P^6 h0 h2,,,,,,
P^6 h0 h2,51,26,26,0,0,t,P^6 h1^3,,,,,,
P^6 h1^3,51,27,27,0,0,,,,loc,,,,
h1 h3 g2,52,6,29,0,0,,,,,,,,
d1 g,52,8,30,0,0,,,,h1 d1 g,,h2 d1 g,,
h1^4 h5 e0,52,9,30,1,0,,,,h1^5 h5 e0,,,,h1^5 B1
h1 G3,52,10,29,1,0,,,,h1^2 G3,,,,
t^2 e0 m,52,11,28,0,0,,,,,,,,
t h1 d0 e0 g,52,13,30,2,-1,,,,,,,,h1 c0 d0^3
h1^6 B1,52,13,31,1,1,,,,,,,,
P d0 r,52,14,28,0,0,,,,,,,t,P h1 d0^3
P^2 c0 d0^2,52,19,29,1,0,,,,P^2 h1 c0 d0^2,,,,
P^3 d0^2,52,20,28,0,0,,,,P^3 h1 d0^2,,,,
h2 h5 c1,53,5,29,0,0,,,,,,,,
i1,53,7,30,0,0,,,,h1 i1,,,,
h1 d1 g,53,9,31,1,-1,,,,h1^2 d1 g,,,,
B8,53,9,29,0,1,,,,h1 B8,,,,
h1^5 h5 e0,53,10,31,1,-1,,,,h1^6 h5 e0,,,,h1^6 B1
x',53,10,28,0,1,,h0 x',,h1 x',,h2 x',,
h1^2 G3,53,11,30,1,-1,,,,,,,,
h0 x',53,11,28,0,1,,,,,,h0 h2 x',,
d0 u,53,13,29,0,0,,,,h1 d0 u,,,,
t P d0^2 e0,53,16,29,0,0,,,,t P h1 d0^2 e0,,,,P^2 c0 d0^2
P^2 h1 c0 d0^2,53,20,30,1,0,,,,,,,,
P^3 h1 d0^2,53,21,29,0,0,,,,,,,,
t^2 D1 h1^2,54,6,28,0,0,,,,t^2 D1 h1^3,,,t,B8
h1 i1,54,8,31,1,-1,,,,h1^2 i1,,,,
h5 i,54,8,28,0,1,,h0 h5 i,,,,h0 h5 j,,h0 x'
h0 h5 i,54,9,28,0,0,t2,h1 B8,,,t,P h1 h5 e0,,
h2 g n,54,10,31,2,-2,,,,,,h1 g T,,
h1^2 d1 g,54,10,32,1,0,,,,,,,,
h1 B8,54,10,30,0,2,,,,h1^2 B8,,,,
h1^6 h5 e0,54,11,32,1,-1,,,,h1^7 h5 e0,,,,
h1 x',54,11,29,0,1,,,,h1^2 x',,,,
t e0^2 g,54,12,31,0,0,,,,t h1 e0^2 g,t,h2 e0^2 g,,
h1 d0 u,54,14,30,1,0,,,,,,,,
P u',54,15,29,0,0,t,,,P h1 u',t,,,
t P h1 d0^2 e0,54,17,30,0,0,,,,,,,,P^2 h1 c0 d0^2
P^4 c0 d0,54,23,29,1,0,,,,P^4 h1 c0 d0,,,,
P^5 d0,54,24,28,0,0,,,,P^5 h1 d0,,,,
B6,55,7,30,1,-1,,,,,t,e1 g,t,h2 g n
t^2 D1 h1^3,55,7,29,0,1,,,,,,,t,h1 B8
h2 d1 g,55,9,32,2,-1,,,,,,h2^2 d1 g,,
h1^2 i1,55,9,32,1,1,,,,h1^3 i1,,,,
t^2 g m,55,11,30,0,-1,,,,,,,,h1 d0 u
h1^2 B8,55,11,31,1,1,,,,h1^3 B8,,,,
h1^7 h5 e0,55,12,33,1,-1,,,,,,,,
h1^2 x',55,12,30,1,1,,,,h1^3 x',,,,
t h1 e0^2 g,55,13,32,2,0,,,,,,,,
d0 z,55,14,30,0,0,,,,,,,,
P h1 u',55,16,30,1,0,,,,,,,,
P^2 u,55,17,29,0,0,,,,P^2 h1 u,,,,
t P^3 d0 e0,55,20,29,0,0,,,,t P^3 h1 d0 e0,,,,P^4 c0 d0
P^4 h1 c0 d0,55,24,30,1,0,,,,,,,,
P^5 h1 d0,55,25,29,0,-1,,,,,,,,
P^4 h0^2 i,55,25,28,0,1,,P^4 h0^3 i,,,,,,
P^4 h0^3 i,55,26,28,0,0,,P^4 h0^4 i,,,,,,
P^4 h0^4 i,55,27,28,0,0,,P^4 h0^5 i,,,,,,
P^4 h0^5 i,55,28,28,0,0,,,,,,,,
h5 c0 e0,56,8,31,1,0,,,,h1 h5 c0 e0,,,,h1^2 B8
P h5 e0,56,9,30,0,0,,,,P h1 h5 e0,,,,h1^2 x'
g T,56,10,32,0,-1,,,,h1 g T,t,c1 g^2,,
h1^3 i1,56,10,33,1,1,,,,h1^4 i1,,,,
h2 x',56,11,30,0,0,,h0 h2 x',,,,,,
h1^3 B8,56,12,32,1,-1,,,,h1^4 B8,,,,
h0 h2 x',56,12,30,0,1,,,,,,,,
t d0 v,56,13,30,0,-1,,,,,,,,P h1 u'
h1^3 x',56,13,31,1,1,,,,h1^4 x',,,,
c0 d0 e0^2,56,15,33,1,0,,,,h1 c0 d0 e0^2,,,,
d0^4,56,16,32,0,0,,,,h1 d0^4,,,,
P^2 h1 u,56,18,30,0,0,,,,,,,,
t P^3 h1 d0 e0,56,21,30,0,0,,,,,,,,P^4 h1 c0 d0
P^6 c0,56,27,29,0,0,,,,P^6 h1 c0,,,,
Q2,57,7,30,0,0,,,,h1 Q2,,,t2,g T
h5 j,57,8,30,0,0,,h0 h5 j,,,,,,h2 x'
h0 h5 j,57,9,30,0,0,t,P h1 h5 e0,,,,,,h0 h2 x'
h1 h5 c0 e0,57,9,32,1,-2,,,,h1^2 h5 c0 e0,,,,h1^3 B8
D11,57,9,31,1,2,,,,h1 D11,,,,
P h1 h5 e0,57,10,31,0,0,,,,P h1^2 h5 e0,,,,h1^3 x'
h1 g T,57,11,33,2,-1,,,,,,,,
h1^4 i1,57,11,34,1,1,,,,h1^5 i1,,,,
t e0 g^2,57,12,33,0,0,t,h2 e0^2 g,,t h1 e0 g^2,t,h0 g^3,,c0 d0 e0^2
h2 e0^2 g,57,13,34,2,-1,,,,,,h0^2 g^3,,
h1^4 B8,57,13,33,1,1,,,,h1^5 B8,,,,
h1^4 x',57,14,32,1,0,,,,,,,,
t^2 P d0 m,57,15,30,0,0,,,,,,,,P^2 h1 u
h1 c0 d0 e0^2,57,16,34,1,0,,,,,,,,
h1 d0^4,57,17,33,3,0,,,,,,,,
P I j,57,18,30,0,0,t,,,,,,,
P^6 h1 c0,57,28,30,0,0,,,,loc,,,,
P^7 h1,57,29,29,0,0,,,,P^7 h1^2,,,,
h3^2 g2,58,6,32,1,0,,,,,,,,
e1 g,58,8,33,2,-1,,,,h1 e1 g,,h1^2 j1,,h1 g T
h1 Q2,58,8,31,0,1,,,,h1^2 Q2,,,,
h1 D11,58,10,32,1,2,,,t2,c1 g^2,,,,
h1^2 h5 c0 e0,58,10,33,1,-2,,,,h1^3 h5 c0 e0,,,,h1^4 B8
h2^2 d1 g,58,10,34,1,0,,,,,,h1^3 e1 g,,
P h1^2 h5 e0,58,11,32,1,0,,,,P h1^3 h5 e0,,,,h1^4 x'
h1^5 i1,58,12,35,1,0,,,,,,,,
t h1 e0 g^2,58,13,34,2,0,,,,,,,,h1 c0 d0 e0^2
d0^2 r,58,14,32,0,-1,,,,,,,t,h1 d0^4
h1^5 B8,58,14,34,1,1,,,,h1^6 B8,,,,
P c0 d0^3,58,19,33,1,0,,,,P h1 c0 d0^3,,,,
P^2 d0^3,58,20,32,0,0,,,,P^2 h1 d0^3,,,,
P^7 h1^2,58,30,30,0,0,,,,P^7 h1^3,,,,
j1,59,7,33,1,0,,,,h1 j1,,,,
h1 e1 g,59,9,34,1,-1,,,,h1^2 e1 g,,,,
h1^2 Q2,59,9,32,1,1,,,,h1^3 Q2,,,,
B21,59,10,32,0,0,,,,h1 B21,,h0 B22,,
h1^3 h5 c0 e0,59,11,34,1,-1,,,,h1^4 h5 c0 e0,,,,h1^5 B8
c1 g^2,59,11,35,3,1,,,,,,h2 c1 g^2,,
P h1^3 h5 e0,59,12,33,1,0,,,t2,h0 g^3,,,,
t d0 w,59,13,32,0,0,,,,,,,,
h1^6 B8,59,15,35,1,0,,,,h1^7 B8,,,,
t d0^3 e0,59,16,33,0,0,,,,t h1 d0^3 e0,,,,P c0 d0^3
P h1 c0 d0^3,59,20,34,1,0,,,,,,,,
P^2 h1 d0^3,59,21,33,0,0,,,,,,,,
P^7 h2,59,29,30,0,0,,P^7 h0 h2,,,,P^6 h0^2 d0,,
P^7 h0 h2,59,30,30,0,0,t,P^7 h1^3,,,,,,
P^7 h1^3,59,31,31,0,0,,,,loc,,,,
B3,60,7,32,0,0,,,,h1 B3,,,,
h1 j1,60,8,34,1,0,,,,h1^2 j1,,,,
h1^3 D4,60,9,34,1,0,,,,h1^4 D4,,,,
h1^2 e1 g,60,10,35,1,-1,,,,h1^3 e1 g,,,,
h1^3 Q2,60,10,33,1,1,,,,h1^4 Q2,,,,
h1 B21,60,11,33,0,0,,,,,,,,
t g^3,60,12,35,0,1,t,h0 g^3,,t h1 g^3,t,h2 g^3,,h1^6 B8
h1^4 h5 c0 e0,60,12,35,1,-1,,,,h1^5 h5 c0 e0,,,,h1^6 B8
h0 g^3,60,13,36,3,0,,h0^2 g^3,,,,h0 h2 g^3,,
h0^2 g^3,60,14,36,2,0,,,,,,t h1^9 G,,
d0 u',60,15,33,0,0,t,,,h1 d0 u',t,,,
h1^7 B8,60,16,36,1,0,,,,,,,,
